epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
1,0,0.92677,512.00000,512.00000,889
epoch,itr,loss,mask-A,mask-B,time (ms)
1,0,0.90163,512.00000,512.00000,842
epoch,itr,loss,mask-A,mask-B,time (ms)
1,0,0.89124,512.00000,512.00000,820
1,1,1.03779,512.00000,512.00000,72
1,2,1.00522,512.00000,512.00000,69
1,3,1.28500,512.00000,512.00000,70
1,4,1.63175,512.00000,512.00000,68
1,5,0.90362,512.00000,512.00000,68
1,6,1.09199,512.00000,512.00000,68
1,7,0.93342,512.00000,512.00000,72
1,8,1.08049,512.00000,512.00000,76
1,9,0.96693,512.00000,512.00000,93
1,10,0.97191,512.00000,512.00000,75
1,11,0.99527,512.00000,512.00000,76
1,12,1.00941,512.00000,512.00000,72
1,13,0.97118,512.00000,512.00000,68
1,14,0.93307,512.00000,512.00000,68
1,15,0.95854,512.00000,512.00000,69
1,16,0.98191,512.00000,512.00000,71
1,17,0.82809,512.00000,512.00000,74
1,18,0.89798,512.00000,512.00000,75
1,19,0.93596,512.00000,512.00000,72
1,20,0.79120,512.00000,512.00000,68
1,21,0.89446,512.00000,512.00000,71
1,22,1.02846,512.00000,512.00000,73
1,23,0.99161,512.00000,512.00000,69
1,24,0.98004,512.00000,512.00000,72
1,25,0.82625,512.00000,512.00000,73
1,26,0.87427,512.00000,512.00000,76
1,27,0.71614,512.00000,512.00000,75
1,28,0.91055,512.00000,512.00000,75
1,29,0.95377,512.00000,512.00000,75
1,30,0.85449,512.00000,512.00000,73
1,31,0.83460,512.00000,512.00000,71
1,32,0.90966,512.00000,512.00000,72
1,33,0.80248,512.00000,512.00000,72
1,34,0.76872,512.00000,512.00000,75
1,35,0.69640,512.00000,512.00000,75
1,36,0.73788,512.00000,512.00000,74
1,37,0.75295,512.00000,512.00000,75
1,38,0.87164,512.00000,512.00000,75
1,39,0.83187,512.00000,512.00000,76
1,40,0.69965,512.00000,512.00000,74
1,41,0.74859,512.00000,512.00000,76
1,42,0.69288,512.00000,512.00000,75
1,43,0.70104,512.00000,512.00000,75
1,44,0.64577,512.00000,512.00000,72
1,45,0.63784,512.00000,512.00000,75
1,46,0.64853,512.00000,512.00000,73
1,47,0.66831,512.00000,512.00000,71
1,48,0.62738,512.00000,512.00000,74
1,49,0.66370,512.00000,512.00000,73
1,50,0.58959,512.00000,512.00000,70
1,51,0.57791,512.00000,512.00000,71
1,52,0.59715,512.00000,512.00000,71
1,53,0.60781,512.00000,512.00000,71
1,54,0.59335,512.00000,512.00000,75
1,55,0.57833,512.00000,512.00000,76
1,56,0.70905,512.00000,512.00000,75
1,57,0.64032,512.00000,512.00000,74
1,58,0.56365,512.00000,512.00000,74
1,59,0.60615,512.00000,512.00000,74
1,60,0.65349,512.00000,512.00000,75
1,61,0.70509,512.00000,512.00000,75
1,62,0.62352,512.00000,512.00000,75
1,63,0.59076,512.00000,512.00000,75
1,64,0.59564,512.00000,512.00000,75
1,65,0.51296,512.00000,512.00000,74
1,66,0.50394,512.00000,512.00000,76
1,67,0.54310,512.00000,512.00000,72
1,68,0.73111,512.00000,512.00000,75
1,69,0.44308,512.00000,512.00000,71
1,70,0.65845,512.00000,512.00000,68
1,71,0.50051,512.00000,512.00000,67
1,72,0.48911,512.00000,512.00000,71
1,73,0.47674,512.00000,512.00000,72
1,74,0.47920,512.00000,512.00000,70
1,75,0.69691,512.00000,512.00000,68
1,76,0.45521,512.00000,512.00000,68
1,77,0.48681,512.00000,512.00000,68
1,78,0.44913,512.00000,512.00000,73
1,79,0.74501,512.00000,512.00000,69
1,80,0.55243,512.00000,512.00000,70
1,81,0.61354,512.00000,512.00000,69
1,82,0.45915,512.00000,512.00000,68
1,83,0.42925,512.00000,512.00000,70
1,84,0.55598,512.00000,512.00000,69
1,85,0.44072,512.00000,512.00000,70
1,86,0.45042,512.00000,512.00000,68
1,87,0.40735,512.00000,512.00000,68
1,88,0.63073,512.00000,512.00000,68
1,89,0.42021,512.00000,512.00000,72
1,90,0.54178,512.00000,512.00000,69
1,91,0.52966,512.00000,512.00000,69
1,92,0.46402,512.00000,512.00000,68
1,93,0.51170,512.00000,512.00000,69
1,94,0.51722,512.00000,512.00000,69
1,95,0.54614,512.00000,512.00000,72
1,96,0.45322,512.00000,512.00000,74
1,97,0.41377,512.00000,512.00000,72
1,98,0.45545,512.00000,512.00000,75
1,99,0.76877,512.00000,512.00000,70
1,100,0.46772,512.00000,512.00000,73
1,101,0.44305,512.00000,512.00000,69
1,102,0.50138,512.00000,512.00000,68
1,103,0.54320,512.00000,512.00000,71
1,104,0.40291,512.00000,512.00000,68
1,105,0.34390,512.00000,512.00000,67
1,106,0.32682,512.00000,512.00000,70
1,107,0.40713,512.00000,512.00000,68
1,108,0.34536,512.00000,512.00000,69
1,109,0.32409,512.00000,512.00000,68
1,110,0.33720,512.00000,512.00000,72
1,111,0.43918,512.00000,512.00000,73
1,112,0.40394,512.00000,512.00000,69
1,113,0.31144,512.00000,512.00000,69
1,114,0.48988,512.00000,512.00000,73
1,115,0.42661,512.00000,512.00000,70
1,116,0.38562,512.00000,512.00000,69
1,117,0.39114,512.00000,512.00000,67
1,118,0.36696,512.00000,512.00000,69
1,119,0.53234,512.00000,512.00000,68
1,120,0.32078,512.00000,512.00000,68
1,121,0.53325,512.00000,512.00000,68
1,122,0.62132,512.00000,512.00000,68
